question_id,question,evidence,difficulty,generation_time_formatted,generation_time_seconds
296,ระบุว่า ID โมเลกุลเป็นของพันธะ TR000_1_2 ที่มีอะตอมแรกชื่อ TR000_1,,simple,14.11 วินาที,14.113210201263428
297,ในบรรดาอะตอมที่มีองค์ประกอบคาร์บอนอันไหนที่ไม่มีสารก่อมะเร็งผสม?,label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; คาร์บอนหมายถึง element = 'c',simple,13.44 วินาที,13.441055059432983
298,คำนวณเปอร์เซ็นต์ของโมเลกุลที่มีสารก่อมะเร็งที่เป็นไฮโดรเจน,"ไฮโดรเจนหมายถึง element = 'h'; label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง เปอร์เซ็นต์ = หาร (sum (label = '+' และ element = 'h'), count (molecule_id)) * 100.0",moderate,17.94 วินาที,17.93809413909912
299,โมเลกุล TR124 เป็นสารก่อมะเร็งหรือไม่?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง,simple,8.41 วินาที,8.408133029937744
300,อะตอมประกอบด้วย TR186 อะไร?,TR186 เป็นรหัสโมเลกุล,simple,8.29 วินาที,8.28958010673523
301,ประเภทพันธบัตรของ TR007_4_19 คืออะไร?,พันธบัตรคู่หมายถึง bond_type = '='; พันธบัตรเดียวหมายถึง Bond_type = '-'; พันธบัตร Triple หมายถึง Bond_type = '#';,simple,12.37 วินาที,12.370581865310669
302,ตั้งชื่อองค์ประกอบที่ประกอบด้วยอะตอมของ Bond TR001_2_4,"element = 'cl' หมายถึงคลอรีน; Element = 'C' หมายถึงคาร์บอน Element = 'H' หมายถึงไฮโดรเจน element = 'o' หมายถึงออกซิเจน, element = 's' หมายถึงกำมะถัน; element = 'n' หมายถึงไนโตรเจน, element = 'p' หมายถึงฟอสฟอรัส, element = 'na' หมายถึงโซเดียม, element = 'br' หมายถึง bromine, element = 'f' หมายถึงฟลูออรีน; element = 'i' หมายถึงไอโอดีน; element = 'sn' หมายถึงดีบุก; Element = 'PB' หมายถึงตะกั่ว; องค์ประกอบ = 'te' หมายถึงเทลเลียม; element = 'ca' หมายถึงแคลเซียม",challenging,18.47 วินาที,18.46984076499939
303,TR006 มีพันธบัตรสองเท่าและเป็นสารก่อมะเร็ง?,label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง label = '-' หมายถึงโมเลกุลไม่ใช่ carcinogenic; พันธบัตรคู่หมายถึง bond_type = '=';,moderate,14.58 วินาที,14.580601930618286
304,แสดงรายการโมเลกุลของสารก่อมะเร็งและองค์ประกอบของพวกเขา,"label = '+' โมเลกุลเฉลี่ยเป็นสารก่อมะเร็ง element = 'cl' หมายถึงคลอรีน; Element = 'C' หมายถึงคาร์บอน Element = 'H' หมายถึงไฮโดรเจน element = 'o' หมายถึงออกซิเจน, element = 's' หมายถึงกำมะถัน; element = 'n' หมายถึงไนโตรเจน, element = 'p' หมายถึงฟอสฟอรัส, element = 'na' หมายถึงโซเดียม, element = 'br' หมายถึง bromine, element = 'f' หมายถึงฟลูออรีน; element = 'i' หมายถึงไอโอดีน; element = 'sn' หมายถึงดีบุก; Element = 'PB' หมายถึงตะกั่ว; องค์ประกอบ = 'te' หมายถึงเทลเลียม; element = 'ca' หมายถึงแคลเซียม",challenging,13.91 วินาที,13.910845041275024
305,ตั้งชื่อพันธบัตรทั้งหมดด้วยประเภทพันธะเดี่ยวและสิ่งที่อะตอมเชื่อมต่อกับโมเลกุล,พันธบัตรเดียวหมายถึง Bond_type = '-';,simple,18.08 วินาที,18.08248496055603
306,โมเลกุลใดที่มีพันธะสามตัวและแสดงรายการองค์ประกอบทั้งหมดที่มี,"พันธบัตร Triple หมายถึง Bond_type = '#'; element = 'cl' หมายถึงคลอรีน; Element = 'C' หมายถึงคาร์บอน Element = 'H' หมายถึงไฮโดรเจน element = 'o' หมายถึงออกซิเจน, element = 's' หมายถึงกำมะถัน; element = 'n' หมายถึงไนโตรเจน, element = 'p' หมายถึงฟอสฟอรัส, element = 'na' หมายถึงโซเดียม, element = 'br' หมายถึง bromine, element = 'f' หมายถึงฟลูออรีน; element = 'i' หมายถึงไอโอดีน; element = 'sn' หมายถึงดีบุก; Element = 'PB' หมายถึงตะกั่ว; องค์ประกอบ = 'te' หมายถึงเทลเลียม; element = 'ca' หมายถึงแคลเซียม",challenging,14.86 วินาที,14.85736894607544
