question_num,question,generation_time_formatted,generation_time_seconds
215,แจ้งจำนวนเที่ยวบินของเจ็ทบลูแอร์เวย์,2.75 วินาที,2.747145891189575
216,เที่ยวบินของ 'ยูไนเต็ดแอร์ไลน์' ไปยังสนามบิน 'ASY' มีกี่เที่ยวบิน,3.85 วินาที,3.8517041206359863
217,นับจำนวนเที่ยวบินของ United Airlines ที่เดินทางมาถึงสนามบิน ASY,3.59 วินาที,3.5864779949188232
218,มีเที่ยวบินของ 'ยูไนเต็ดแอร์ไลน์' ที่ออกจากสนามบิน 'AHD' กี่เที่ยว?,3.97 วินาที,3.967884063720703
219,ไปกลับจำนวนเที่ยวบินของ United Airlines ที่ออกจากสนามบิน AHD,3.71 วินาที,3.705231189727783
220,มีเที่ยวบินของ United Airlines ไปยังเมือง 'อเบอร์ดีน' กี่เที่ยว?,6.55 วินาที,6.548987150192261
221,นับจำนวนเที่ยวบินของ United Airlines ที่มาถึงอเบอร์ดีน,3.81 วินาที,3.8061411380767822
222,เมืองใดมีเที่ยวบินขาเข้ามากที่สุด,3.44 วินาที,3.4385929107666016
223,เมืองใดมีสนามบินปลายทางบ่อยที่สุด?,3.35 วินาที,3.3471217155456543
224,เมืองใดมีเที่ยวบินขาออกมากที่สุด,3.07 วินาที,3.072421073913574
225,เมืองใดคือสนามบินต้นทางที่ไปบ่อยที่สุด?,3.40 วินาที,3.395137071609497
226,รหัสสนามบินที่มีจำนวนเที่ยวบินมากที่สุดคือข้อใด,3.28 วินาที,3.282705307006836
227,รหัสสนามบินของสนามบินที่มีเที่ยวบินมากที่สุดคืออะไร?,3.33 วินาที,3.331521987915039
228,รหัสสนามบินที่มีจำนวนเที่ยวบินน้อยที่สุดคือข้อใด,3.15 วินาที,3.148216962814331
229,ระบุรหัสสนามบินที่มีเที่ยวบินน้อยที่สุด,3.17 วินาที,3.166738986968994
230,สายการบินใดมีจำนวนเที่ยวบินมากที่สุด?,3.04 วินาที,3.0397682189941406
231,สายการบินใดให้บริการเที่ยวบินมากที่สุด?,3.01 วินาที,3.0109288692474365
232,ค้นหาชื่อย่อและประเทศของสายการบินที่มีจำนวนเที่ยวบินน้อยที่สุด?,4.63 วินาที,4.627830982208252
233,airilne มีเที่ยวบินน้อยที่สุด อักษรย่อว่าอะไร และอยู่ประเทศอะไร?,4.57 วินาที,4.5727012157440186
234,สายการบินใดบ้างที่มีเที่ยวบินที่ออกเดินทางจากสนามบิน 'AHD'?,4.04 วินาที,4.041276216506958
235,สายการบินใดบ้างที่มีเที่ยวบินที่มีสนามบินต้นทาง AHD?,2.74 วินาที,2.743906021118164
236,สายการบินใดบ้างที่มีเที่ยวบินมาถึงสนามบิน 'AHD'?,2.74 วินาที,2.7423908710479736
237,สายการบินใดบ้างที่มีเที่ยวบินที่มีสนามบินปลายทาง AHD?,2.77 วินาที,2.774930953979492
238,ค้นหาสายการบินทั้งหมดที่มีเที่ยวบินจากทั้งสนามบิน 'APG' และ 'CVO',5.23 วินาที,5.22830605506897
239,สายการบินใดบ้างที่มีเที่ยวบินออกจากทั้งสนามบิน APG และ CVO,5.25 วินาที,5.253618955612183
240,ค้นหาสายการบินทั้งหมดที่มีเที่ยวบินจากสนามบิน 'CVO' แต่ไม่ใช่เที่ยวบินจาก 'APG',5.53 วินาที,5.527062177658081
241,สายการบินใดบ้างที่ออกเดินทางจาก CVO แต่ไม่ได้ออกจากสนามบิน APG,3.85 วินาที,3.8524539470672607
